registration_number,ngo_name,registration_type,state,city,registered_year,focus_area,website,director_name,beneficiaries_estimate,funding_summary,contact_email,contact_phone,address,annual_report_url,source_links,notes
TR/1991/99975,Sankalp Foundation 502,Trust,Punjab,Ludhiana,1992,Disability Services,https://www.sankalpfoundation502.org,Dhanuk Sathe,"2.29M (approx., 2023)","FY2024: Total ~ INR 5,060,000; Grants INR 300,000; Donations INR 4,160,000; Govt INR 600,000",contact502@sankalp.foundation.502.org,9186702440,"59, Ludhiana Main Road, Near Railway Station, Punjab",https://www.sankalpfoundation502.org/annual-report.pdf,https://www.sankalpfoundation502.org|https://example-simulated-source.org/502,Funding estimated for demo
S/67127/WE,Pragati Trust 503,Society,West Bengal,Durgapur,2010,Mental Health,https://www.pragatitrust503.org,Suhana Saha,"3.57M (approx., 2022)","FY2022: Total ~ INR 1,940,000; Grants INR 0; Donations INR 1,540,000; Govt INR 400,000",contact503@pragati.trust.503.org,9600892196,"50, Durgapur Main Road, Near Market, West Bengal",https://www.pragatitrust503.org/annual-report.pdf,https://www.pragatitrust503.org|https://example-simulated-source.org/503,Sample data - synthetic
KA/2019/460399,Jeevan Initiative 504,NITI Aayog (Darpan),Karnataka,Mangalore,2021,Disaster Relief,https://www.jeevaninitiative504.org,Kaira Devi,"3.3M (approx., 2020)","FY2022: Total ~ INR 5,450,000; Grants INR 1,700,000; Donations INR 3,650,000; Govt INR 100,000",contact504@jeevan.initiative.504.org,7368474883,"98, Mangalore Main Road, Near Community Centre, Karnataka",https://www.jeevaninitiative504.org/annual-report.pdf,https://www.jeevaninitiative504.org|https://example-simulated-source.org/504,Sample data - synthetic
TR/2020/74813,Roshni Association 505,Trust,Himachal Pradesh,Shimla,1995,Rural Development,https://www.roshniassociation505.org,Samaira Kumer,"1.19M (approx., 2021)","FY2023: Total ~ INR 6,890,000; Grants INR 1,900,000; Donations INR 4,290,000; Govt INR 700,000",contact505@roshni.association.505.org,7452118237,"152, Shimla Main Road, Near Railway Station, Himachal Pradesh",https://www.roshniassociation505.org/annual-report.pdf,https://www.roshniassociation505.org|https://example-simulated-source.org/505,Sample data - synthetic
905847952,Sahayog Association 506,FCRA,Maharashtra,Nashik,2024,Child Welfare,https://www.sahayogassociation506.org,Madhup Gill,"4.19M (approx., 2020)","FY2022: Total ~ INR 3,700,000; Grants INR 2,000,000; Donations INR 1,200,000; Govt INR 500,000",contact506@sahayog.association.506.org,7059960438,"204, Nashik Main Road, Near School, Maharashtra",https://www.sahayogassociation506.org/annual-report.pdf,https://www.sahayogassociation506.org|https://example-simulated-source.org/506,Funding estimated for demo
S/92652/JH,Asha Initiative 507,Society,Jharkhand,Hazaribagh,1992,Mental Health,https://www.ashainitiative507.org,Prisha Borah,"3.56M (approx., 2021)","FY2022: Total ~ INR 4,500,000; Grants INR 500,000; Donations INR 3,200,000; Govt INR 800,000",contact507@asha.initiative.507.org,7620281237,"223, Hazaribagh Main Road, Near Community Centre, Jharkhand",https://www.ashainitiative507.org/annual-report.pdf,https://www.ashainitiative507.org|https://example-simulated-source.org/507,Sample data - synthetic
S/58079/TR,Sahayog Trust 508,Society,Tripura,Agartala,2013,Rural Development,https://www.sahayogtrust508.org,Yakshit Gill,"4.36M (approx., 2022)","FY2020: Total ~ INR 3,910,000; Grants INR 800,000; Donations INR 2,410,000; Govt INR 700,000",contact508@sahayog.trust.508.org,8485959224,"134, Agartala Main Road, Near Railway Station, Tripura",https://www.sahayogtrust508.org/annual-report.pdf,https://www.sahayogtrust508.org|https://example-simulated-source.org/508,Simulated beneficiary numbers
TR/2020/446525,Jeevan Foundation 509,NITI Aayog (Darpan),Tripura,Agartala,1996,Women Empowerment,https://www.jeevanfoundation509.org,Darshit Gokhale,"5.13Lakh (approx., 2022)","FY2019: Total ~ INR 4,640,000; Grants INR 1,400,000; Donations INR 3,040,000; Govt INR 200,000",contact509@jeevan.foundation.509.org,7271043318,"118, Agartala Main Road, Near Market, Tripura",https://www.jeevanfoundation509.org/annual-report.pdf,https://www.jeevanfoundation509.org|https://example-simulated-source.org/509,Simulated beneficiary numbers
TR/2002/36989,Dharitri Foundation 510,Trust,Goa,Vasco da Gama,1994,Arts & Culture,https://www.dharitrifoundation510.org,Mishti Chacko,"4.97M (approx., 2019)","FY2021: Total ~ INR 4,340,000; Grants INR 300,000; Donations INR 3,740,000; Govt INR 300,000",contact510@dharitri.foundation.510.org,8694596488,"165, Vasco da Gama Main Road, Near Railway Station, Goa",https://www.dharitrifoundation510.org/annual-report.pdf,https://www.dharitrifoundation510.org|https://example-simulated-source.org/510,Sample data - synthetic
TR/2014/44274,Umeed Society 511,Trust,Bihar,Darbhanga,1999,Healthcare,https://www.umeedsociety511.org,Kanav Dass,"1.2M (approx., 2019)","FY2021: Total ~ INR 5,970,000; Grants INR 1,500,000; Donations INR 4,470,000; Govt INR 0",contact511@umeed.society.511.org,9994973203,"56, Darbhanga Main Road, Near Community Centre, Bihar",https://www.umeedsociety511.org/annual-report.pdf,https://www.umeedsociety511.org|https://example-simulated-source.org/511,
PU/2022/352978,Roshni Initiative 512,NITI Aayog (Darpan),Puducherry,Puducherry,2023,Women Empowerment,https://www.roshniinitiative512.org,Gatik Bandi,"6.56Lakh (approx., 2022)","FY2024: Total ~ INR 5,690,000; Grants INR 600,000; Donations INR 4,890,000; Govt INR 200,000",contact512@roshni.initiative.512.org,8813866675,"80, Puducherry Main Road, Near Market, Puducherry",https://www.roshniinitiative512.org/annual-report.pdf,https://www.roshniinitiative512.org|https://example-simulated-source.org/512,Simulated beneficiary numbers
756357679,Roshni Welfare 513,FCRA,Nagaland,Kohima,2003,Mental Health,https://www.roshniwelfare513.org,Saanvi Kumar,"4.7M (approx., 2019)","FY2024: Total ~ INR 3,310,000; Grants INR 1,200,000; Donations INR 1,910,000; Govt INR 200,000",contact513@roshni.welfare.513.org,8186520575,"187, Kohima Main Road, Near School, Nagaland",https://www.roshniwelfare513.org/annual-report.pdf,https://www.roshniwelfare513.org|https://example-simulated-source.org/513,
RA/2024/335468,Samarth Foundation 514,NITI Aayog (Darpan),Rajasthan,Ajmer,2015,Livelihood,https://www.samarthfoundation514.org,Ranbir Rana,"3.68Lakh (approx., 2023)","FY2019: Total ~ INR 3,200,000; Grants INR 800,000; Donations INR 1,400,000; Govt INR 1,000,000",contact514@samarth.foundation.514.org,8154809404,"165, Ajmer Main Road, Near School, Rajasthan",https://www.samarthfoundation514.org/annual-report.pdf,https://www.samarthfoundation514.org|https://example-simulated-source.org/514,
518361362,Jeevan Organisation 515,FCRA,Mizoram,Aizawl,1997,Animal Welfare,https://www.jeevanorganisation515.org,Piya Som,"4.7Lakh (approx., 2021)","FY2021: Total ~ INR 5,630,000; Grants INR 2,000,000; Donations INR 3,630,000; Govt INR 0",contact515@jeevan.organisation.515.org,9810509222,"22, Aizawl Main Road, Near School, Mizoram",https://www.jeevanorganisation515.org/annual-report.pdf,https://www.jeevanorganisation515.org|https://example-simulated-source.org/515,
TR/2010/93970,Sankalp Association 516,Trust,Mizoram,Aizawl,2007,Mental Health,https://www.sankalpassociation516.org,Baiju Deep,"7.04Lakh (approx., 2019)","FY2023: Total ~ INR 2,020,000; Grants INR 1,400,000; Donations INR 220,000; Govt INR 400,000",contact516@sankalp.association.516.org,7958066013,"212, Aizawl Main Road, Near Railway Station, Mizoram",https://www.sankalpassociation516.org/annual-report.pdf,https://www.sankalpassociation516.org|https://example-simulated-source.org/516,Sample data - synthetic
S/74473/NA,Sahayog Centre 517,Society,Nagaland,Kohima,2001,Women Empowerment,https://www.sahayogcentre517.org,Ryan Atwal,"7.25Lakh (approx., 2019)","FY2019: Total ~ INR 5,020,000; Grants INR 1,000,000; Donations INR 3,020,000; Govt INR 1,000,000",contact517@sahayog.centre.517.org,8157919711,"236, Kohima Main Road, Near Community Centre, Nagaland",https://www.sahayogcentre517.org/annual-report.pdf,https://www.sahayogcentre517.org|https://example-simulated-source.org/517,Sample data - synthetic
U42339SI2009NPL90245,Roshni Trust 518,Section-8 Company,Sikkim,Gangtok,2016,Environment,https://www.roshnitrust518.org,Shlok Kaur,"1.9M (approx., 2024)","FY2020: Total ~ INR 2,290,000; Grants INR 600,000; Donations INR 1,390,000; Govt INR 300,000",contact518@roshni.trust.518.org,9324064242,"145, Gangtok Main Road, Near Market, Sikkim",https://www.roshnitrust518.org/annual-report.pdf,https://www.roshnitrust518.org|https://example-simulated-source.org/518,Simulated beneficiary numbers
S/76850/BI,Jeevan Association 519,Society,Bihar,Muzaffarpur,2017,Child Welfare,https://www.jeevanassociation519.org,Tarini Dani,"2.91M (approx., 2023)","FY2024: Total ~ INR 2,460,000; Grants INR 900,000; Donations INR 1,060,000; Govt INR 500,000",contact519@jeevan.association.519.org,8587209628,"146, Muzaffarpur Main Road, Near Railway Station, Bihar",https://www.jeevanassociation519.org/annual-report.pdf,https://www.jeevanassociation519.org|https://example-simulated-source.org/519,Simulated beneficiary numbers
TR/2019/35189,Nirmaan Samiti 520,Trust,Tamil Nadu,Salem,1992,Elderly Care,https://www.nirmaansamiti520.org,Dhanush Bakshi,"2.7M (approx., 2023)","FY2019: Total ~ INR 4,020,000; Grants INR 300,000; Donations INR 3,220,000; Govt INR 500,000",contact520@nirmaan.samiti.520.org,7182727955,"145, Salem Main Road, Near School, Tamil Nadu",https://www.nirmaansamiti520.org/annual-report.pdf,https://www.nirmaansamiti520.org|https://example-simulated-source.org/520,Sample data - synthetic
U56924PU2009NPL22331,Asha Organisation 521,Section-8 Company,Punjab,Jalandhar,2020,Livelihood,https://www.ashaorganisation521.org,Zain Wagle,"2.04M (approx., 2020)","FY2022: Total ~ INR 4,670,000; Grants INR 1,100,000; Donations INR 3,070,000; Govt INR 500,000",contact521@asha.organisation.521.org,8820797996,"188, Jalandhar Main Road, Near School, Punjab",https://www.ashaorganisation521.org/annual-report.pdf,https://www.ashaorganisation521.org|https://example-simulated-source.org/521,Funding estimated for demo
TR/2016/56822,Umeed Trust 522,Trust,Andhra Pradesh,Visakhapatnam,1998,Arts & Culture,https://www.umeedtrust522.org,Kavya Hora,"1.09M (approx., 2023)","FY2019: Total ~ INR 5,030,000; Grants INR 1,000,000; Donations INR 4,030,000; Govt INR 0",contact522@umeed.trust.522.org,8969028249,"248, Visakhapatnam Main Road, Near Railway Station, Andhra Pradesh",https://www.umeedtrust522.org/annual-report.pdf,https://www.umeedtrust522.org|https://example-simulated-source.org/522,Simulated beneficiary numbers
U31671SI2014NPL1110,Roshni Initiative 523,Section-8 Company,Sikkim,Gangtok,2005,Elderly Care,https://www.roshniinitiative523.org,Sahil Master,"1.29M (approx., 2023)","FY2019: Total ~ INR 6,520,000; Grants INR 1,700,000; Donations INR 4,320,000; Govt INR 500,000",contact523@roshni.initiative.523.org,9232441233,"112, Gangtok Main Road, Near Community Centre, Sikkim",https://www.roshniinitiative523.org/annual-report.pdf,https://www.roshniinitiative523.org|https://example-simulated-source.org/523,Funding estimated for demo
990147018,Annapurna Samiti 524,FCRA,Gujarat,Vadodara,2008,Healthcare,https://www.annapurnasamiti524.org,Zeeshan Viswanathan,"3.56M (approx., 2022)","FY2021: Total ~ INR 4,030,000; Grants INR 1,200,000; Donations INR 2,730,000; Govt INR 100,000",contact524@annapurna.samiti.524.org,8673162526,"198, Vadodara Main Road, Near Market, Gujarat",https://www.annapurnasamiti524.org/annual-report.pdf,https://www.annapurnasamiti524.org|https://example-simulated-source.org/524,Funding estimated for demo
MA/2020/389878,Uday Samiti 525,NITI Aayog (Darpan),Manipur,Imphal,2003,Environment,https://www.udaysamiti525.org,Jayant Andra,"2.53M (approx., 2021)","FY2024: Total ~ INR 2,530,000; Grants INR 200,000; Donations INR 1,730,000; Govt INR 600,000",contact525@uday.samiti.525.org,8809961327,"49, Imphal Main Road, Near Community Centre, Manipur",https://www.udaysamiti525.org/annual-report.pdf,https://www.udaysamiti525.org|https://example-simulated-source.org/525,Sample data - synthetic
U14564PU2008NPL56277,Annapurna Welfare 526,Section-8 Company,Punjab,Ludhiana,2000,Child Welfare,https://www.annapurnawelfare526.org,Pihu Lall,"2.68M (approx., 2019)","FY2024: Total ~ INR 4,990,000; Grants INR 1,800,000; Donations INR 2,590,000; Govt INR 600,000",contact526@annapurna.welfare.526.org,7268171516,"206, Ludhiana Main Road, Near Community Centre, Punjab",https://www.annapurnawelfare526.org/annual-report.pdf,https://www.annapurnawelfare526.org|https://example-simulated-source.org/526,Funding estimated for demo
335294935,Navjeevan Foundation 527,FCRA,Uttar Pradesh,Agra,1997,Disaster Relief,https://www.navjeevanfoundation527.org,Arnav Khanna,"1.5M (approx., 2021)","FY2024: Total ~ INR 6,180,000; Grants INR 1,700,000; Donations INR 3,880,000; Govt INR 600,000",contact527@navjeevan.foundation.527.org,8419785758,"249, Agra Main Road, Near Market, Uttar Pradesh",https://www.navjeevanfoundation527.org/annual-report.pdf,https://www.navjeevanfoundation527.org|https://example-simulated-source.org/527,
WE/2023/862319,Nirmaan Samiti 528,NITI Aayog (Darpan),West Bengal,Kolkata,2013,Livelihood,https://www.nirmaansamiti528.org,Rasha Zachariah,"2.12M (approx., 2021)","FY2019: Total ~ INR 4,850,000; Grants INR 1,000,000; Donations INR 3,450,000; Govt INR 400,000",contact528@nirmaan.samiti.528.org,9760740177,"94, Kolkata Main Road, Near Community Centre, West Bengal",https://www.nirmaansamiti528.org/annual-report.pdf,https://www.nirmaansamiti528.org|https://example-simulated-source.org/528,Simulated beneficiary numbers
358571549,Sankalp Welfare 529,FCRA,Gujarat,Vadodara,1998,Livelihood,https://www.sankalpwelfare529.org,Divit Gade,"1.21M (approx., 2023)","FY2021: Total ~ INR 4,100,000; Grants INR 1,500,000; Donations INR 2,200,000; Govt INR 400,000",contact529@sankalp.welfare.529.org,8091508632,"22, Vadodara Main Road, Near Community Centre, Gujarat",https://www.sankalpwelfare529.org/annual-report.pdf,https://www.sankalpwelfare529.org|https://example-simulated-source.org/529,Funding estimated for demo
NA/2016/352452,Roshni Foundation 530,NITI Aayog (Darpan),Nagaland,Kohima,1991,Arts & Culture,https://www.roshnifoundation530.org,Bhavin Grewal,"1.54M (approx., 2023)","FY2024: Total ~ INR 5,490,000; Grants INR 800,000; Donations INR 3,690,000; Govt INR 1,000,000",contact530@roshni.foundation.530.org,8029168154,"109, Kohima Main Road, Near School, Nagaland",https://www.roshnifoundation530.org/annual-report.pdf,https://www.roshnifoundation530.org|https://example-simulated-source.org/530,
TR/2022/71668,Nirmaan Centre 531,Trust,Arunachal Pradesh,Itanagar,2015,Healthcare,https://www.nirmaancentre531.org,Anvi Shah,"1.52M (approx., 2023)","FY2022: Total ~ INR 2,290,000; Grants INR 900,000; Donations INR 1,390,000; Govt INR 0",contact531@nirmaan.centre.531.org,7059736424,"129, Itanagar Main Road, Near Community Centre, Arunachal Pradesh",https://www.nirmaancentre531.org/annual-report.pdf,https://www.nirmaancentre531.org|https://example-simulated-source.org/531,Sample data - synthetic
TR/2019/79522,Nirmaan Centre 532,Trust,Uttar Pradesh,Agra,2016,Disaster Relief,https://www.nirmaancentre532.org,Vritika Tailor,"4.99M (approx., 2020)","FY2023: Total ~ INR 4,390,000; Grants INR 1,700,000; Donations INR 1,990,000; Govt INR 700,000",contact532@nirmaan.centre.532.org,9513305319,"74, Agra Main Road, Near School, Uttar Pradesh",https://www.nirmaancentre532.org/annual-report.pdf,https://www.nirmaancentre532.org|https://example-simulated-source.org/532,
U70548TE2023NPL66401,Roshni Organisation 533,Section-8 Company,Telangana,Nizamabad,1995,Livelihood,https://www.roshniorganisation533.org,Advik Kalita,"1.74M (approx., 2023)","FY2021: Total ~ INR 3,890,000; Grants INR 1,600,000; Donations INR 1,890,000; Govt INR 400,000",contact533@roshni.organisation.533.org,7826460917,"144, Nizamabad Main Road, Near Market, Telangana",https://www.roshniorganisation533.org/annual-report.pdf,https://www.roshniorganisation533.org|https://example-simulated-source.org/533,Simulated beneficiary numbers
TR/2012/75041,Uday Society 534,Trust,Haryana,Ambala,1996,Education,https://www.udaysociety534.org,Damini Saraf,"3.32M (approx., 2019)","FY2021: Total ~ INR 2,060,000; Grants INR 600,000; Donations INR 560,000; Govt INR 900,000",contact534@uday.society.534.org,8604873682,"97, Ambala Main Road, Near Community Centre, Haryana",https://www.udaysociety534.org/annual-report.pdf,https://www.udaysociety534.org|https://example-simulated-source.org/534,Sample data - synthetic
816681748,Navjeevan Association 535,FCRA,Mizoram,Aizawl,2004,Elderly Care,https://www.navjeevanassociation535.org,Emir Deol,"3.39M (approx., 2021)","FY2020: Total ~ INR 3,560,000; Grants INR 1,400,000; Donations INR 1,460,000; Govt INR 700,000",contact535@navjeevan.association.535.org,7694551588,"137, Aizawl Main Road, Near School, Mizoram",https://www.navjeevanassociation535.org/annual-report.pdf,https://www.navjeevanassociation535.org|https://example-simulated-source.org/535,Sample data - synthetic
KE/2017/726546,Kshitij Welfare 536,NITI Aayog (Darpan),Kerala,Kozhikode,2016,Education,https://www.kshitijwelfare536.org,Prerak Kala,"1.92Lakh (approx., 2020)","FY2023: Total ~ INR 3,370,000; Grants INR 1,900,000; Donations INR 1,270,000; Govt INR 200,000",contact536@kshitij.welfare.536.org,7696663093,"36, Kozhikode Main Road, Near Community Centre, Kerala",https://www.kshitijwelfare536.org/annual-report.pdf,https://www.kshitijwelfare536.org|https://example-simulated-source.org/536,Funding estimated for demo
